DOI,Title,Authors,Corresponding Authors,Institution,Date,Version,Type,Category,Xml,Published
10.1101/322008,Lead-DBS v2: Towards a comprehensive pipeline for deep brain stimulation imaging,"Horn, A.; Li, N.; Dembek, T. A.; Kappel, A.; Boulay, C.; Ewert, S.; Tietze, A.; Husch, A.; Perera, T.; Neumann, W.-J.; Reisert, M.; Si, H.; Oostenveld, R.; Rorden, C.; Yeh, F.-C.; Fang, Q.; Herrington, T. M.; Vorwerk, J.; Kuehn, A. A.",Andreas  Horn,"Department for Neurology, Charite Berlin",2018-08-28,3,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/28/322008.source.xml,10.1016/j.neuroimage.2018.08.068
10.1101/325399,Common genomic regions underlie natural variation in diverse toxin responses,"Brady, S.; Evans, K.; Bloom, J.; Tanny, R.; Cook, D.; Giuliani, S.; Hippleheuser, S.; Zamanian, M.; Andersen, E.",Erik  Andersen,Northwestern University,2018-08-21,2,new results,genetics,https://www.biorxiv.org/content/early/2018/08/21/325399.source.xml,NA
10.1101/326470,The UCSC Xena Platform for cancer genomics data visualization and interpretation,"Goldman, M.; Craft, B.; Kamath, A.; Brooks, A. N.; Zhu, J.; Haussler, D.",Mary  Goldman,UC Santa Cruz Genomics Institute,2018-08-28,3,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/28/326470.source.xml,NA
10.1101/326173,Fast open modification spectral library searching through approximate nearest neighbor indexing,"Bittremieux, W.; Meysman, P.; Noble, W. S.; Laukens, K.",Wout  Bittremieux,University of Antwerp,2018-08-23,2,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/23/326173.source.xml,10.1021/acs.jproteome.8b00359
10.1101/328328,Simultaneous multiplexed amplicon sequencing and transcriptome profiling in single cells,"Saikia, M.; Burnham, P.; Keshavjee, S. H.; Wang, M. F. Z.; Heyang, M.; Moral-Lopez, P.; Hinchman, M. M.; Danko, C. G.; Parker, J. S. L.; De Vlaminck, I.",Iwijn  De Vlaminck,Cornell University,2018-08-28,2,new results,genomics,https://www.biorxiv.org/content/early/2018/08/28/328328.source.xml,10.1038/s41592-018-0259-9
10.1101/325290,A systematic method for surveying data visualizations and a resulting genomic epidemiology visualization typology: GEViT,"Crisan, A.; Gardy, J. L.; Munzner, T.",Tamara  Munzner,University of British Columbia,2018-08-24,2,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/24/325290.source.xml,10.1093/bioinformatics/bty832
10.1101/329300,Bidirectional intraflagellar transport is restricted to two sets of microtubule doublets in the trypanosome flagellum,"Bertiaux, E.; Mallet, A.; Fort, C.; Blisnick, T.; Bonnefoy, S.; Jung, J.; Lemos, M.; Marco, S.; Vaughan, S.; Trepout, S.; Tinevez, J.-Y.; Bastin, P.",Philippe  Bastin,Institut Pasteur,2018-08-21,2,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/21/329300.source.xml,10.1083/jcb.201805030
10.1101/321216,De novo mutations drive the spread of macrolide resistant Mycoplasma genitalium: a mathematical modelling study,"Cadosch, D.; Garcia, V.; Althaus, C. L.; Jensen, J. S.; Low, N.",Nicola  Low,University of Bern,2018-08-28,3,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/28/321216.source.xml,NA
10.1101/330241,Relative value perception in an insect: positive and negative incentive contrasts in ants,"Wendt, S.; Strunk, K. S.; Heinze, J.; Roider, A.; Czaczkes, T. J.",Stephanie  Wendt,University of Regensburg,2018-08-24,3,new results,animal behavior and cognition,https://www.biorxiv.org/content/early/2018/08/24/330241.source.xml,10.7554/eLife.45450
10.1101/330308,Genome Functional Annotation using Deep Convolutional Neural Networks,"Khodabandelou, G.; Routhier, E.; Mozziconacci, J.",Ghazaleh  Khodabandelou,Sorbonne Universite,2018-08-21,3,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/21/330308.source.xml,NA
10.1101/339036,A variably imprinted epiallele impacts seed development,"Pignatta, D.; Novitzky, K.; Satyaki, P. R. V.; Gehring, M.",Mary  Gehring,Whitehead Institute for Biomedical Research,2018-08-21,2,new results,plant biology,https://www.biorxiv.org/content/early/2018/08/21/339036.source.xml,10.1371/journal.pgen.1007469
10.1101/336222,The Evolution of Bequeathal in Stable Habitats,"Clarke, P. M. R.; McElreath, M. B.; Barrett, B. J.; Mabry, K. E.; McElreath, R. L.",Mary Brooke  McElreath,Max Planck Institute for Ornithology,2018-08-28,2,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/28/336222.source.xml,10.1002/ece3.4549
10.1101/338624,Automatic Removal of False Connections in Diffusion MRI Tractography Using Topology-Informed Pruning (TIP),"Yeh, F.-C.; Panesar, S.; Barrios, J.; Fernandes, D.; Abhinav, K.; Meola, A.; Fernandez-Miranda, J. C.",Fang-Cheng  Yeh,University of Pittsburgh,2018-08-27,2,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/338624.source.xml,10.1007/s13311-018-0663-y
10.1101/339630,Weakly supervised classification of rare aortic valve malformations using unlabeled cardiac MRI sequences,"Fries, J. A.; Varma, P.; Chen, V. S.; Xiao, K.; Tejeda, H.; Saha, P.; Dunnmon, J.; Chubb, H.; Maskatia, S.; Fiterau, M.; Delp, S.; Ashley, E.; Re, C.; Priest, J.",Jason A Fries,Stanford University,2018-08-22,3,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/22/339630.source.xml,10.1038/s41467-019-11012-3
10.1101/339770,Longitudinal studies at birth and age 7 reveal strong effects of genetic variation on ancestry-associated DNA methylation patterns in blood cells from ethnically admixed children,"McKennan, C.; Naughton, K.; Stanhope, C.; Kattan, M.; O'Connor, G.; Sandel, M.; Visness, C.; Wood, R.; Bacharier, L.; Beigelman, A.; Lovisky-Desir, S.; Togias, A.; Gern, J.; Nicolae, D.; Ober, C.",Chris  McKennan,"Department of Human Genetics, University of Chicago",2018-08-24,2,new results,genomics,https://www.biorxiv.org/content/early/2018/08/24/339770.source.xml,10.1080/15592294.2020.1817290
10.1101/346007,Cerebrovascular Injuries Induce Lymphatic Invasion into Brain Parenchyma to Guide Vascular Regeneration in Zebrafish,"Chen, J.; He, J.; Yang, Q.; Zhang, Y.; Luo, L.",Lingfei  Luo,"School of Life Sciences, Southwest University",2018-08-23,2,new results,developmental biology,https://www.biorxiv.org/content/early/2018/08/23/346007.source.xml,10.1016/j.devcel.2019.03.022
10.1101/352393,Biologically realistic mean-field models of conductance-based networks of spiking neurons with adaptation,"di Volo, M.; Romagnoni, A.; Capone, C.; Destexhe, A.",Matteo  di Volo,"Unite de Neuroscience, Information et Complexite (UNIC), CNRS FRE 3693, 1 avenue de la Terrasse",2018-08-25,3,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/25/352393.source.xml,10.1162/neco_a_01173
10.1101/356196,A Fasciclin 2 functional switch controls organ size in Drosophila,"Velasquez, E.; Gomez-Sanchez, J. A.; Donier, E.; Grijota-Martinez, C.; Cabedo, H.; Garcia-Alonso, L. A.",Luis A Garcia-Alonso,Instituto de Neurociencias CSIC-UMH,2018-08-23,2,new results,developmental biology,https://www.biorxiv.org/content/early/2018/08/23/356196.source.xml,NA
10.1101/356246,"Gut bacterial tyrosine decarboxylases restrict the bioavailability of levodopa, the primary treatment in Parkinson’s disease","van Kessel, S. P.; Frye, A. K.; El-Gendy, A. O.; Castejon, M.; Keshavarzian, A.; van Dijk, G.; El Aidy, S.",Sahar  El Aidy,Groningen Biomolecular Sciences and Biotechnology Institute (GBB),2018-08-21,2,new results,molecular biology,https://www.biorxiv.org/content/early/2018/08/21/356246.source.xml,10.1038/s41467-019-08294-y
10.1101/357467,DataRemix: a universal data transformation for optimal inference from gene expression datasets,"Mao, W.; Hausler, R.; Chikina, M.",Maria  Chikina,University of Pittsburgh,2018-08-27,2,new results,genomics,https://www.biorxiv.org/content/early/2018/08/27/357467.source.xml,10.1093/bioinformatics/btaa745
10.1101/358044,Phylogeographic analysis and identification of factors impacting the diffusion of Foot-and-Mouth disease virus in Africa,"Duchatel, F.; Bronsvoort, M.; Lycett, S.",Samantha  Lycett,"Roslin institute, Edinburgh University",2018-08-23,3,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/23/358044.source.xml,10.3389/fevo.2019.00371
10.1101/361089,Genetic variation in a complex polyploid: unveiling the dynamic allelic features of sugarcane,"Sforca, D. A.; Vautrin, S.; Cardoso-Silva, C. B.; Mancini, M. C.; Cruz, M. V. R.; Pereira, G. d. S.; Conte, M.; Bellec, A.; Dahmer, N.; Fourment, J.; Rodde, N.; Van-Sluys, M.-A.; Vicentini, R.; Garcia, A. A. F.; Forni-Martins, E. R.; Carneiro, M. S.; Hoffmann, H. P.; Pinto, L. R.; Landell, M. G. d. A.; Vincentz, M.; Berges, H.; Souza, A. P.",Anete Pereira Souza,"Universidade Estadual de Campinas (UNICAMP), Campinas, SP, Brazil",2018-08-21,2,new results,plant biology,https://www.biorxiv.org/content/early/2018/08/21/361089.source.xml,10.3389/fpls.2019.00553
10.1101/361758,Continual exit of human cutaneous resident memory CD4 T cells that seed distant skin sites,"Klicznik, M. M.; Morawski, P. A.; Höllbacher, B.; Varkhande, S.; Motley, S.; Rosenblum, M. D.; Long, S. A.; Brachtl, G.; Duhen, T.; Campbell, D.; Gratz, I. K.",Iris K Gratz,University of Salzburg,2018-08-23,2,new results,immunology,https://www.biorxiv.org/content/early/2018/08/23/361758.source.xml,NA
10.1101/362186,Using the Weibull accelerated failure time regression model to predict time to health events,"Liu, E.; Lim, K.",Enwu  Liu,MaryMckillop Institue for Health Research,2018-08-27,2,new results,epidemiology,https://www.biorxiv.org/content/early/2018/08/27/362186.source.xml,NA
10.1101/362129,Parallel adaptations to different host plants despite clonal reproduction in the world most devastating nematode pest,"Koutsovoulos, G.; Marques, E.; Arguel, M.-J.; Machado, A. C.; Carneiro, R. M.; Castagnone-Sereno, P.; Danchin, E. G.; Albuquerque, E. V.",Etienne GJ Danchin,"Institut Sophia Agrobiotech, INRA, CNRS, Universite Cote d'Azur, France",2018-08-23,2,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/23/362129.source.xml,10.1111/eva.12881
10.1101/361840,Detection of instability in 18S and 5.8S rDNA copy numbers and 18S:5.8S ratios in longitudinally-collected human DNA samples detected by monochrome multiplex qPCR,"Ligerman, C. B.; Baird, L.; Leppert, M. F.; Cawthon, R. M.",Richard M Cawthon,"University of Utah, Dept. of Human Genetics",2018-08-27,2,new results,genomics,https://www.biorxiv.org/content/early/2018/08/27/361840.source.xml,NA
10.1101/361840,Instability in 18S and 5.8S rDNA copy numbers and 18S:5.8S ratios in longitudinally-collected human DNA samples detected by monochrome multiplex qPCR,"Ligerman, C. B.; Baird, L.; Leppert, M. F.; Cawthon, R. M.",Richard M Cawthon,"University of Utah, Dept. of Human Genetics",2018-08-28,3,new results,genomics,https://www.biorxiv.org/content/early/2018/08/28/361840.source.xml,NA
10.1101/363622,New tools for diet analyses: nanopore sequencing of metagenomic DNA from rat stomach contents to quantify diet,"Pearman, W.; Smith, A. N. H.; Breckell, G.; Dale, J.; Freed, N. E.; Silander, O. K.",Olin K. Silander,"Institute of Natural and Mathematical Sciences, Massey University, Auckland 0745, New Zealand",2018-08-28,2,new results,ecology,https://www.biorxiv.org/content/early/2018/08/28/363622.source.xml,NA
10.1101/363077,Systems Biology Understanding of the Effects of Lithium on Cancer.,"Ge, W.; Jakobsson, E.",Eric  Jakobsson,University of Illinois at Urbana-Champaign,2018-08-24,2,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/24/363077.source.xml,10.3389/fonc.2019.00296
10.1101/364331,Resource limitation modulates the fate of dissimilated nitrogen in a dual-pathway Actinobacterium,"Vuono, D. C.; Read, R. W.; Hemp, J.; Sullivan, B. W.; Arnone, J. A.; Neveux, I.; Blank, B.; Staub, C.; Loney, E.; Miceli, D.; Winkler, M.; Chakraborty, R.; Stahl, D. A.; Grzymski, J. J.",Joseph J Grzymski,Desert Research Institute,2018-08-23,4,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/23/364331.source.xml,10.3389/fmicb.2019.00003
10.1101/364190,Intragenomic Conflict over Bet-Hedging,"Wilkins, J. F.; Bhattacharya, T.",Jon F Wilkins,Ronin Institute,2018-08-23,3,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/23/364190.source.xml,10.1098/rstb.2018.0142
10.1101/364612,Internal noise in contrast discrimination propagates forwards from early visual cortex,"Vilidaite, G.; Marsh, E.; Baker, D.",Daniel  Baker,University of York,2018-08-21,2,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/364612.source.xml,10.1016/j.neuroimage.2019.02.049
10.1101/367060,Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,"Espana, G.; Yao, Y.; Anderson, K. B.; Fitzpatrick, M. C.; Smith, D. L.; Morrison, A. C.; Wilder-Smith, A.; Scott, T. W.; Perkins, A.",Alex  Perkins,University of Notre Dame,2018-08-28,2,new results,epidemiology,https://www.biorxiv.org/content/early/2018/08/28/367060.source.xml,10.1371/journal.pntd.0007482
10.1101/369553,The regulatory control of Cebpa enhancers and silencers in the myeloid and red-blood cell lineages,"Repele, A.; Krueger, S.; Tuineau, M. Y.; Manu, M.",Manu  Manu,University of North Dakota,2018-08-28,2,new results,developmental biology,https://www.biorxiv.org/content/early/2018/08/28/369553.source.xml,10.1371/journal.pone.0217580
10.1101/369926,Seeing versus Knowing: The Temporal Dynamics of Real and Implied Colour Processing in the Human Brain,"Teichmann, L.; Grootswagers, T.; Carlson, T.; Rich, A.",Lina  Teichmann,Macquarie University,2018-08-27,2,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/27/369926.source.xml,10.1016/j.neuroimage.2019.06.062
10.1101/370874,A randomised controlled trial of an Intervention to Improve Compliance with the ARRIVE guidelines (IICARus),"Hair, K.; Macleod, M. R.; Sena, E. S.; The IICARus Collaboration,  ",Emily S Sena,University of Edinburgh,2018-08-28,4,new results,scientific communication and education,https://www.biorxiv.org/content/early/2018/08/28/370874.source.xml,10.1186/s41073-019-0069-3
10.1101/372383,Recurrent PD-L1 Structural Rearrangements in Natural Killer/T Cell Lymphoma Patients with Complete Response to PD-1 Blockade Therapy,"Lim, J. Q.; Tang, T.; Cai, Q.-q.; Tan, D.; Nairismagi, M.-L.; Laurensia, Y.; Chia, B. K. H.; Peng, R.-J.; Iqbal, J.; Huang, D.; Song, T.; Pang, W. L.; Cheah, D. M. Z.; Ng, C. C. Y.; Rajasegaran, V.; Hong, H.; Tse, E.; Mow, B.; Cai, Q.-C.; Poon, L.-M.; Tan, J.; Grigoropoulos, N. F.; Goh, Y. T.; Phipps, C.; Rotzschke, O.; Cheng, C. L.; Lee, Y. S.; Loh, Y.; Tao, M.; Farid, M.; Au-Yeung, R.; Chan, T. S.-Y.; Ng, S.-B.; Kwong, Y.-L.; Hwang, W.; Chng, W.-J.; Tousseyn, T.; Tan, P.; Teh, B. T.; Khor, C. C.; Rozen, S.; Bei, J.-X.; Lin, T.; Lim, S. T.; Ong, C. K.",Choon Kiat  Ong,National Cancer Centre Singapore,2018-08-21,2,new results,genomics,https://www.biorxiv.org/content/early/2018/08/21/372383.source.xml,NA
10.1101/371799,"Implementation of the Water Framework Directive: Lessons learned and future perspectives for an ecologically meaningful classification of the status of Greek lakes, Mediterranean region","Moustaka-Gouni, M.; Sommer, U.; Economou-Amilli, A.; Arhonditsis, G. B.; Katsiapi, M.; Papastergiadou, E.; Kormas, K. A.; Vardaka, E.; Karayanni, H.; Papadimitriou, T.",Maria  Moustaka-Gouni,Aristotle University of Thessaloniki,2018-08-27,3,new results,ecology,https://www.biorxiv.org/content/early/2018/08/27/371799.source.xml,10.1007/s00267-019-01226-y
10.1101/373084,"A biophysical model of molecular clusters: interplay of multivalency, membrane localization, steric hindrance, molecular flexibility and intracellular crowding","Chattaraj, A.; Youngstrom, M.; Loew, L. M.",Leslie M. Loew,University of Connecticut School of Medicine,2018-08-26,3,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/26/373084.source.xml,10.1016/j.bpj.2019.01.001
10.1101/375816,Lysosome exocytosis is required for mitosis,"Nugues, C.; Helassa, N.; Burgoyne, R.; Haynes, L.",Lee  Haynes,University of Liverpool,2018-08-24,2,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/24/375816.source.xml,NA
10.1101/377119,Compensatory mechanisms render Tcf7l1a dispensable for eye formation despite its requirement in eye field specification,"Young, R. M.; Cavodeassi, F.; Hawkins, T. A.; Stickney, H. L.; Schwarz, Q.; Lawrence, L. M.; Wierzbicki, C.; Gestri, G.; Ambrosio, E. M.; Klosner, A.; Rowell, J.; Bianco, I. H.; Allende, M. L.; Wilson, S. W.",Rodrigo M  Young,University College London,2018-08-25,2,new results,developmental biology,https://www.biorxiv.org/content/early/2018/08/25/377119.source.xml,10.7554/elife.40093
10.1101/378109,Autoimmunity to hypocretin and molecular mimicry to flu antigens in Type 1 narcolepsy,"Luo, G.; Ambati, A.; Lin, L.; Bonvalet, M.; Partinen, M.; Ji, X.; Maecker, H. T.; Mignot, E.",Emmanuel  Mignot,Stanford University,2018-08-24,2,new results,immunology,https://www.biorxiv.org/content/early/2018/08/24/378109.source.xml,NA
10.1101/379859,Overexpression of Arabidopsis ubiquitin ligase AtPUB46 enhances tolerance to drought and oxidative stress,"Adler, G.; Mishra, A. K.; Maymon, T.; Raveh, D.; Bar-Zvi, D.",Dudy  Bar-Zvi,Ben-Gurion University of the Negev,2018-08-28,2,new results,plant biology,https://www.biorxiv.org/content/early/2018/08/28/379859.source.xml,10.1016/j.plantsci.2018.08.018
